구분별,시점,경기실적SBHI
교육서비스업,2016.11 월,85.8
교육서비스업,2016.12 월,82.2
교육서비스업,2017.01 월,78.9
교육서비스업,2017.02 월,72.1
교육서비스업,2017.03 월,83.3
교육서비스업,2017.04 월,77.6
교육서비스업,2017.05 월,79.6
교육서비스업,2017.06 월,78.6
교육서비스업,2017.07 월,95.4
교육서비스업,2017.08 월,87.5
교육서비스업,2017.09 월,83.9
교육서비스업,2017.10 월,77.1
교육서비스업,2017.11 월,80.3
교육서비스업,2017.12 월,84.4
교육서비스업,2018.01 월,91.9
교육서비스업,2018.02 월,76.4
교육서비스업,2018.03 월,89.4
교육서비스업,2018.04 월,83.7
교육서비스업,2018.05 월,83.8
교육서비스업,2018.06 월,81.7
교육서비스업,2018.07 월,96.1
교육서비스업,2018.08 월,81.7
교육서비스업,2018.09 월,77.7
교육서비스업,2018.10 월,77.5
교육서비스업,2018.11 월,78.1
교육서비스업,2018.12 월,85.2
교육서비스업,2019.01 월,90.5
교육서비스업,2019.02 월,76.5
교육서비스업,2019.03 월,84.6
교육서비스업,2019.04 월,78.9
교육서비스업,2019.05 월,87.8
교육서비스업,2019.06 월,78.9
교육서비스업,2019.07 월,88.5
교육서비스업,2019.08 월,84.8
교육서비스업,2019.09 월,81.5
교육서비스업,2019.10 월,85.3
교육서비스업,2019.11 월,81.3
교육서비스업,2019.12 월,86.7
교육서비스업,2020.01 월,92.9
교육서비스업,2020.02 월,80.5
교육서비스업,2020.03 월,29.5
교육서비스업,2020.04 월,42.4
교육서비스업,2020.05 월,56.4
교육서비스업,2020.06 월,60.5
교육서비스업,2020.07 월,74.5
교육서비스업,2020.08 월,68.3
교육서비스업,2020.09 월,40.9
교육서비스업,2020.10 월,56.9
교육서비스업,2020.11 월,58.7
교육서비스업,2020.12 월,46.9
교육서비스업,2021.01 월,55.7
교육서비스업,2021.02 월,53.1
교육서비스업,2021.03 월,69.3
교육서비스업,2021.04 월,78.3
교육서비스업,2021.05 월,72
교육서비스업,2021.06 월,81.2
교육서비스업,2021.07 월,74.9
교육서비스업,2021.08 월,68.2
교육서비스업,2021.09 월,66
교육서비스업,2021.10 월,67
교육서비스업,2021.11 월,80.9
교육서비스업,2021.12 월,79.3
교육서비스업,2022.01 월,79.4
교육서비스업,2022.02 월,73.9
교육서비스업,2022.03 월,75
교육서비스업,2022.04 월,68.4
"예술,스포츠 및 여가관련서비스업",2015.01 월,66.7
"예술,스포츠 및 여가관련서비스업",2015.02 월,76
"예술,스포츠 및 여가관련서비스업",2015.03 월,101.6
"예술,스포츠 및 여가관련서비스업",2015.04 월,97.8
"예술,스포츠 및 여가관련서비스업",2015.05 월,92.7
"예술,스포츠 및 여가관련서비스업",2015.06 월,71.3
"예술,스포츠 및 여가관련서비스업",2015.07 월,85.5
"예술,스포츠 및 여가관련서비스업",2015.08 월,79.6
"예술,스포츠 및 여가관련서비스업",2015.09 월,85.7
"예술,스포츠 및 여가관련서비스업",2015.10 월,90.3
"예술,스포츠 및 여가관련서비스업",2015.11 월,80.1
"예술,스포츠 및 여가관련서비스업",2015.12 월,83.7
"예술,스포츠 및 여가관련서비스업",2016.01 월,66.5
"예술,스포츠 및 여가관련서비스업",2016.02 월,77.7
"예술,스포츠 및 여가관련서비스업",2016.03 월,92.9
"예술,스포츠 및 여가관련서비스업",2016.04 월,93.7
"예술,스포츠 및 여가관련서비스업",2016.05 월,89.2
"예술,스포츠 및 여가관련서비스업",2016.06 월,86.8
"예술,스포츠 및 여가관련서비스업",2016.07 월,87.7
"예술,스포츠 및 여가관련서비스업",2016.08 월,68.7
"예술,스포츠 및 여가관련서비스업",2016.09 월,98
"예술,스포츠 및 여가관련서비스업",2016.10 월,89
"예술,스포츠 및 여가관련서비스업",2016.11 월,80.6
"예술,스포츠 및 여가관련서비스업",2016.12 월,79.5
"예술,스포츠 및 여가관련서비스업",2017.01 월,67.6
"예술,스포츠 및 여가관련서비스업",2017.02 월,65.3
"예술,스포츠 및 여가관련서비스업",2017.03 월,91.3
"예술,스포츠 및 여가관련서비스업",2017.04 월,97.6
"예술,스포츠 및 여가관련서비스업",2017.05 월,98.8
"예술,스포츠 및 여가관련서비스업",2017.06 월,94.4
"예술,스포츠 및 여가관련서비스업",2017.07 월,87.5
"예술,스포츠 및 여가관련서비스업",2017.08 월,80.7
"예술,스포츠 및 여가관련서비스업",2017.09 월,94.7
"예술,스포츠 및 여가관련서비스업",2017.10 월,88
"예술,스포츠 및 여가관련서비스업",2017.11 월,81
"예술,스포츠 및 여가관련서비스업",2017.12 월,65.7
"예술,스포츠 및 여가관련서비스업",2018.01 월,68.3
"예술,스포츠 및 여가관련서비스업",2018.02 월,72.3
"예술,스포츠 및 여가관련서비스업",2018.03 월,101.3
"예술,스포츠 및 여가관련서비스업",2018.04 월,96.5
"예술,스포츠 및 여가관련서비스업",2018.05 월,98.8
"예술,스포츠 및 여가관련서비스업",2018.06 월,89.2
"예술,스포츠 및 여가관련서비스업",2018.07 월,79.8
"예술,스포츠 및 여가관련서비스업",2018.08 월,70.4
"예술,스포츠 및 여가관련서비스업",2018.09 월,80.2
"예술,스포츠 및 여가관련서비스업",2018.10 월,89.3
"예술,스포츠 및 여가관련서비스업",2018.11 월,77.4
"예술,스포츠 및 여가관련서비스업",2018.12 월,69.8
"예술,스포츠 및 여가관련서비스업",2019.01 월,74.6
"예술,스포츠 및 여가관련서비스업",2019.02 월,82.5
"예술,스포츠 및 여가관련서비스업",2019.03 월,104.7
"예술,스포츠 및 여가관련서비스업",2019.04 월,109.2
"예술,스포츠 및 여가관련서비스업",2019.05 월,108.1
"예술,스포츠 및 여가관련서비스업",2019.06 월,92.7
"예술,스포츠 및 여가관련서비스업",2019.07 월,88
"예술,스포츠 및 여가관련서비스업",2019.08 월,81.1
"예술,스포츠 및 여가관련서비스업",2019.09 월,88.2
"예술,스포츠 및 여가관련서비스업",2019.10 월,103.6
"예술,스포츠 및 여가관련서비스업",2019.11 월,88.3
"예술,스포츠 및 여가관련서비스업",2019.12 월,81.3
"예술,스포츠 및 여가관련서비스업",2020.01 월,79.9
"예술,스포츠 및 여가관련서비스업",2020.02 월,75.7
"예술,스포츠 및 여가관련서비스업",2020.03 월,37.6
"예술,스포츠 및 여가관련서비스업",2020.04 월,60.6
"예술,스포츠 및 여가관련서비스업",2020.05 월,65.9
"예술,스포츠 및 여가관련서비스업",2020.06 월,74.2
"예술,스포츠 및 여가관련서비스업",2020.07 월,67.7
"예술,스포츠 및 여가관련서비스업",2020.08 월,56.9
"예술,스포츠 및 여가관련서비스업",2020.09 월,50.4
"예술,스포츠 및 여가관련서비스업",2020.10 월,77.6
"예술,스포츠 및 여가관련서비스업",2020.11 월,64
"예술,스포츠 및 여가관련서비스업",2020.12 월,36.8
"예술,스포츠 및 여가관련서비스업",2021.01 월,33.6
"예술,스포츠 및 여가관련서비스업",2021.02 월,43.4
"예술,스포츠 및 여가관련서비스업",2021.03 월,81.4
"예술,스포츠 및 여가관련서비스업",2021.04 월,75.3
"예술,스포츠 및 여가관련서비스업",2021.05 월,83.5
"예술,스포츠 및 여가관련서비스업",2021.06 월,83.9
"예술,스포츠 및 여가관련서비스업",2021.07 월,71.5
"예술,스포츠 및 여가관련서비스업",2021.08 월,68.6
"예술,스포츠 및 여가관련서비스업",2021.09 월,78.8
"예술,스포츠 및 여가관련서비스업",2021.10 월,76
"예술,스포츠 및 여가관련서비스업",2021.11 월,76
"예술,스포츠 및 여가관련서비스업",2021.12 월,62.5
"예술,스포츠 및 여가관련서비스업",2022.01 월,56.3
"예술,스포츠 및 여가관련서비스업",2022.02 월,63.2
"예술,스포츠 및 여가관련서비스업",2022.03 월,81.6
"예술,스포츠 및 여가관련서비스업",2022.04 월,86.7
수리 및 기타개인서비스업,2015.01 월,79.4
수리 및 기타개인서비스업,2015.02 월,75.9
수리 및 기타개인서비스업,2015.03 월,79.8
수리 및 기타개인서비스업,2015.04 월,84.8
수리 및 기타개인서비스업,2015.05 월,92.4
수리 및 기타개인서비스업,2015.06 월,74.6
수리 및 기타개인서비스업,2015.07 월,82.1
수리 및 기타개인서비스업,2015.08 월,78.3
수리 및 기타개인서비스업,2015.09 월,82.4
수리 및 기타개인서비스업,2015.10 월,77.8
수리 및 기타개인서비스업,2015.11 월,87
수리 및 기타개인서비스업,2015.12 월,83.2
수리 및 기타개인서비스업,2016.01 월,76.3
수리 및 기타개인서비스업,2016.02 월,68.3
수리 및 기타개인서비스업,2016.03 월,83.6
수리 및 기타개인서비스업,2016.04 월,83.5
수리 및 기타개인서비스업,2016.05 월,80.2
수리 및 기타개인서비스업,2016.06 월,78.5
수리 및 기타개인서비스업,2016.07 월,78
수리 및 기타개인서비스업,2016.08 월,81.8
수리 및 기타개인서비스업,2016.09 월,74.5
수리 및 기타개인서비스업,2016.10 월,80.6
수리 및 기타개인서비스업,2016.11 월,79.3
수리 및 기타개인서비스업,2016.12 월,76.6
수리 및 기타개인서비스업,2017.01 월,72.1
수리 및 기타개인서비스업,2017.02 월,74.7
수리 및 기타개인서비스업,2017.03 월,80.4
수리 및 기타개인서비스업,2017.04 월,81.5
수리 및 기타개인서비스업,2017.05 월,88.5
수리 및 기타개인서비스업,2017.06 월,81.3
수리 및 기타개인서비스업,2017.07 월,86.8
수리 및 기타개인서비스업,2017.08 월,88.1
수리 및 기타개인서비스업,2017.09 월,89
수리 및 기타개인서비스업,2017.10 월,79.6
수리 및 기타개인서비스업,2017.11 월,93.4
수리 및 기타개인서비스업,2017.12 월,89.4
수리 및 기타개인서비스업,2018.01 월,79.4
수리 및 기타개인서비스업,2018.02 월,73.5
수리 및 기타개인서비스업,2018.03 월,73.5
수리 및 기타개인서비스업,2018.04 월,80.6
수리 및 기타개인서비스업,2018.05 월,72.5
수리 및 기타개인서비스업,2018.06 월,77.5
수리 및 기타개인서비스업,2018.07 월,80
수리 및 기타개인서비스업,2018.08 월,79
수리 및 기타개인서비스업,2018.09 월,73.7
수리 및 기타개인서비스업,2018.10 월,77.2
수리 및 기타개인서비스업,2018.11 월,83
수리 및 기타개인서비스업,2018.12 월,74.1
수리 및 기타개인서비스업,2019.01 월,71.7
수리 및 기타개인서비스업,2019.02 월,62.9
수리 및 기타개인서비스업,2019.03 월,72.6
수리 및 기타개인서비스업,2019.04 월,70.9
수리 및 기타개인서비스업,2019.05 월,77.8
수리 및 기타개인서비스업,2019.06 월,75.8
수리 및 기타개인서비스업,2019.07 월,66.9
수리 및 기타개인서비스업,2019.08 월,72.2
수리 및 기타개인서비스업,2019.09 월,73.9
수리 및 기타개인서비스업,2019.10 월,79.7
수리 및 기타개인서비스업,2019.11 월,78.7
수리 및 기타개인서비스업,2019.12 월,79.9
수리 및 기타개인서비스업,2020.01 월,73.5
수리 및 기타개인서비스업,2020.02 월,61.3
수리 및 기타개인서비스업,2020.03 월,43.3
수리 및 기타개인서비스업,2020.04 월,52.7
수리 및 기타개인서비스업,2020.05 월,54.8
수리 및 기타개인서비스업,2020.06 월,63.5
수리 및 기타개인서비스업,2020.07 월,65.6
수리 및 기타개인서비스업,2020.08 월,60.2
수리 및 기타개인서비스업,2020.09 월,56.2
수리 및 기타개인서비스업,2020.10 월,68.1
수리 및 기타개인서비스업,2020.11 월,65.7
수리 및 기타개인서비스업,2020.12 월,58.8
수리 및 기타개인서비스업,2021.01 월,56.2
수리 및 기타개인서비스업,2021.02 월,57.4
수리 및 기타개인서비스업,2021.03 월,65.4
수리 및 기타개인서비스업,2021.04 월,72.5
수리 및 기타개인서비스업,2021.05 월,72.4
수리 및 기타개인서비스업,2021.06 월,73.1
수리 및 기타개인서비스업,2021.07 월,65.3
수리 및 기타개인서비스업,2021.08 월,60.5
수리 및 기타개인서비스업,2021.09 월,65.8
수리 및 기타개인서비스업,2021.10 월,70
수리 및 기타개인서비스업,2021.11 월,72.8
수리 및 기타개인서비스업,2021.12 월,67.2
수리 및 기타개인서비스업,2022.01 월,65.4
수리 및 기타개인서비스업,2022.02 월,63.1
수리 및 기타개인서비스업,2022.03 월,64.8
수리 및 기타개인서비스업,2022.04 월,69.9
